respondent_id,age,years_education,highest_degree,bachelors_or_more,annual_family_income,employment_status,sex,race
1870,61.0,16.0,bachelor's,1.0,101280.0,working full time,female,white
1872,52.0,17.0,graduate,1.0,42727.5,working full time,female,white
1873,44.0,12.0,high school,0.0,75960.0,working full time,female,black
1875,39.0,16.0,bachelor's,1.0,63300.0,working full time,male,white
1876,54.0,12.0,high school,0.0,,working full time,male,white
1879,45.0,16.0,bachelor's,1.0,75960.0,working full time,male,other
1880,34.0,15.0,high school,0.0,28485.0,working full time,female,white
1882,38.0,17.0,graduate,1.0,158424.85359,working full time,male,white
1885,25.0,16.0,bachelor's,1.0,28485.0,working part time,female,white
1886,55.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
1888,32.0,19.0,graduate,1.0,88620.0,working full time,male,white
1890,42.0,17.0,bachelor's,1.0,158424.85359,working full time,male,white
1892,43.0,17.0,graduate,1.0,63300.0,working full time,male,white
1893,55.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
1894,39.0,12.0,high school,0.0,42727.5,working part time,male,white
1895,39.0,19.0,graduate,1.0,158424.85359,working full time,male,white
1899,34.0,12.0,high school,0.0,23737.5,temporarily not at work,female,white
1902,26.0,12.0,less than high school,0.0,52222.5,working full time,male,white
1903,26.0,12.0,high school,0.0,42727.5,working full time,male,white
1904,61.0,20.0,graduate,1.0,28485.0,working full time,male,white
1905,29.0,16.0,graduate,1.0,52222.5,working full time,male,other
1907,31.0,16.0,bachelor's,1.0,28485.0,working full time,male,white
1910,32.0,12.0,high school,0.0,,working full time,female,
1913,46.0,13.0,high school,0.0,42727.5,working full time,male,white
1914,53.0,18.0,graduate,1.0,52222.5,working full time,male,white
1918,38.0,17.0,graduate,1.0,158424.85359,working full time,female,white
1919,50.0,11.0,less than high school,0.0,158424.85359,working full time,male,white
1920,46.0,20.0,graduate,1.0,,working full time,female,white
1924,55.0,15.0,graduate,1.0,158424.85359,working full time,male,white
1925,32.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
1926,25.0,12.0,high school,0.0,10286.25,working part time,female,white
1927,29.0,10.0,high school,0.0,28485.0,working full time,male,white
1928,55.0,12.0,high school,0.0,63300.0,working full time,male,white
1930,44.0,12.0,high school,0.0,63300.0,working full time,male,white
1931,33.0,12.0,high school,0.0,7121.25,temporarily not at work,male,white
1932,61.0,14.0,associate/junior college,0.0,34815.0,working full time,female,white
1933,42.0,17.0,graduate,1.0,52222.5,working full time,female,black
1936,35.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
1937,41.0,17.0,graduate,1.0,42727.5,working full time,male,white
1940,42.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
1943,45.0,15.0,high school,0.0,28485.0,working full time,male,white
1945,37.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
1949,45.0,16.0,graduate,1.0,63300.0,working part time,female,white
1950,37.0,17.0,bachelor's,1.0,17407.5,working full time,male,white
1951,39.0,14.0,associate/junior college,0.0,63300.0,working full time,male,white
1952,27.0,18.0,graduate,1.0,158424.85359,working full time,female,white
1954,34.0,15.0,associate/junior college,0.0,52222.5,working part time,female,white
1957,26.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
1959,28.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
1964,62.0,12.0,high school,0.0,52222.5,working full time,male,white
1967,63.0,13.0,high school,0.0,23737.5,working part time,male,white
1968,30.0,12.0,high school,0.0,,working part time,female,white
1970,30.0,10.0,high school,0.0,28485.0,working part time,female,white
1972,32.0,9.0,high school,0.0,63300.0,working full time,female,white
1975,45.0,12.0,high school,0.0,20572.5,working full time,female,white
1977,53.0,14.0,associate/junior college,0.0,42727.5,temporarily not at work,male,white
1980,51.0,18.0,graduate,1.0,158424.85359,working full time,male,white
1981,35.0,14.0,associate/junior college,0.0,28485.0,working full time,female,other
1984,53.0,12.0,high school,0.0,42727.5,working full time,male,white
1985,31.0,14.0,high school,0.0,7121.25,working full time,female,white
1988,29.0,14.0,high school,0.0,23737.5,working full time,female,other
1989,36.0,18.0,graduate,1.0,75960.0,working part time,female,white
1992,36.0,19.0,graduate,1.0,52222.5,working full time,male,white
1995,40.0,14.0,associate/junior college,0.0,42727.5,working full time,male,white
1997,62.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
1998,32.0,17.0,bachelor's,1.0,52222.5,working full time,female,white
2000,59.0,18.0,graduate,1.0,52222.5,temporarily not at work,female,white
2004,32.0,20.0,graduate,1.0,158424.85359,working full time,male,white
2008,27.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
2010,39.0,15.0,high school,0.0,15033.75,working full time,male,white
2012,34.0,20.0,graduate,1.0,34815.0,working full time,female,other
2015,35.0,19.0,graduate,1.0,28485.0,working full time,female,white
2016,63.0,16.0,associate/junior college,0.0,34815.0,working full time,female,
2018,55.0,14.0,associate/junior college,0.0,20572.5,working full time,male,white
2019,48.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
2020,58.0,13.0,high school,0.0,34815.0,working part time,female,black
2025,35.0,18.0,graduate,1.0,101280.0,working full time,male,white
2027,45.0,19.0,graduate,1.0,75960.0,working part time,male,white
2030,43.0,20.0,graduate,1.0,34815.0,working full time,male,other
2032,51.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
2033,30.0,16.0,bachelor's,1.0,63300.0,temporarily not at work,female,white
2034,54.0,18.0,graduate,1.0,63300.0,working full time,female,white
2035,40.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
2036,59.0,18.0,graduate,1.0,34815.0,working full time,female,white
2037,47.0,18.0,graduate,1.0,63300.0,temporarily not at work,female,white
2040,46.0,16.0,bachelor's,1.0,34815.0,working full time,male,white
2042,55.0,18.0,bachelor's,1.0,63300.0,temporarily not at work,female,white
2043,28.0,17.0,bachelor's,1.0,34815.0,working full time,male,white
2045,64.0,14.0,high school,0.0,17407.5,working full time,male,other
2046,30.0,14.0,high school,0.0,2215.5,working full time,female,black
2051,41.0,14.0,associate/junior college,0.0,52222.5,working full time,male,white
2052,40.0,14.0,high school,0.0,34815.0,working full time,male,white
2053,29.0,14.0,high school,0.0,13451.25,working full time,female,white
2055,40.0,17.0,graduate,1.0,63300.0,working full time,female,white
2058,28.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
2059,26.0,16.0,associate/junior college,0.0,,working full time,female,white
2065,49.0,15.0,high school,0.0,158424.85359,temporarily not at work,male,white
2075,44.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
2076,32.0,10.0,high school,0.0,34815.0,working full time,female,white
2077,59.0,12.0,high school,0.0,52222.5,working part time,male,white
2081,61.0,12.0,high school,0.0,15033.75,working full time,male,white
2085,33.0,12.0,high school,0.0,63300.0,working part time,female,white
2088,58.0,18.0,graduate,1.0,52222.5,working full time,female,white
2092,46.0,12.0,high school,0.0,20572.5,working full time,female,black
2093,51.0,8.0,less than high school,0.0,52222.5,working full time,female,white
2095,37.0,18.0,graduate,1.0,63300.0,working full time,female,white
2096,60.0,18.0,graduate,1.0,,working part time,female,white
2097,49.0,12.0,high school,0.0,52222.5,working full time,male,white
2099,60.0,16.0,associate/junior college,0.0,28485.0,working full time,female,white
2103,37.0,12.0,high school,0.0,34815.0,working part time,female,white
2105,63.0,15.0,high school,0.0,34815.0,temporarily not at work,male,white
2107,26.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
2108,29.0,14.0,associate/junior college,0.0,52222.5,working part time,male,white
2111,44.0,12.0,high school,0.0,28485.0,working full time,male,black
2112,55.0,12.0,high school,0.0,88620.0,working full time,male,white
2119,25.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
2121,40.0,12.0,high school,0.0,52222.5,working full time,male,white
2125,36.0,14.0,high school,0.0,63300.0,working part time,male,white
2127,64.0,12.0,high school,0.0,,working part time,male,white
2128,57.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
2134,52.0,16.0,high school,0.0,63300.0,working full time,male,white
2135,53.0,13.0,high school,0.0,28485.0,working full time,female,other
2136,43.0,14.0,associate/junior college,0.0,34815.0,working full time,female,white
2137,54.0,20.0,graduate,1.0,158424.85359,working full time,female,white
2138,35.0,13.0,high school,0.0,101280.0,temporarily not at work,male,white
2146,54.0,13.0,high school,0.0,88620.0,working full time,male,black
2149,32.0,13.0,high school,0.0,4747.5,working full time,female,white
2150,33.0,12.0,high school,0.0,88620.0,working full time,male,white
2154,45.0,12.0,high school,0.0,34815.0,working part time,male,white
2157,57.0,14.0,high school,0.0,63300.0,working full time,male,white
2159,30.0,16.0,bachelor's,1.0,23737.5,working full time,female,white
2160,53.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
2170,41.0,16.0,bachelor's,1.0,34815.0,working full time,male,white
2172,31.0,20.0,graduate,1.0,75960.0,working full time,female,white
2177,29.0,18.0,graduate,1.0,52222.5,working full time,male,white
2184,42.0,20.0,graduate,1.0,,working full time,female,white
2187,56.0,15.0,high school,0.0,63300.0,working full time,female,white
2188,38.0,14.0,high school,0.0,28485.0,working full time,male,white
2191,41.0,18.0,bachelor's,1.0,88620.0,working full time,male,white
2192,62.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
2193,29.0,16.0,bachelor's,1.0,88620.0,working full time,female,white
2197,28.0,12.0,high school,0.0,63300.0,working full time,male,white
2198,30.0,12.0,high school,0.0,42727.5,working part time,female,white
2203,39.0,18.0,bachelor's,1.0,42727.5,working full time,male,white
2210,45.0,12.0,high school,0.0,17407.5,working full time,female,white
2214,29.0,,less than high school,0.0,,working full time,male,white
2215,62.0,14.0,associate/junior college,0.0,34815.0,working full time,female,white
2216,44.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
2218,58.0,17.0,bachelor's,1.0,42727.5,working full time,female,white
2220,51.0,12.0,high school,0.0,75960.0,working full time,female,white
2222,40.0,16.0,bachelor's,1.0,101280.0,working full time,male,white
2224,38.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
2226,38.0,17.0,bachelor's,1.0,158424.85359,working full time,male,white
2228,44.0,14.0,associate/junior college,0.0,42727.5,working full time,female,white
2229,41.0,11.0,high school,0.0,34815.0,working full time,male,white
2231,25.0,12.0,high school,0.0,15033.75,working full time,male,white
2232,47.0,12.0,high school,0.0,23737.5,working full time,female,white
2238,27.0,12.0,high school,0.0,,working part time,female,white
2244,63.0,14.0,high school,0.0,15033.75,working full time,male,black
2247,64.0,16.0,bachelor's,1.0,15033.75,working full time,female,black
2250,51.0,14.0,high school,0.0,158424.85359,working full time,male,other
2251,30.0,12.0,high school,0.0,63300.0,working full time,male,white
2255,35.0,12.0,high school,0.0,1266.0,working full time,female,black
2258,27.0,16.0,bachelor's,1.0,,working full time,male,white
2259,61.0,14.0,graduate,1.0,23737.5,working full time,female,black
2262,42.0,17.0,bachelor's,1.0,42727.5,working full time,female,
2271,44.0,13.0,high school,0.0,17407.5,working full time,female,black
2275,29.0,15.0,high school,0.0,15033.75,working full time,female,black
2279,62.0,11.0,high school,0.0,17407.5,working part time,female,white
2282,44.0,14.0,associate/junior college,0.0,34815.0,working full time,male,white
2283,34.0,12.0,high school,0.0,63300.0,working full time,male,white
2285,59.0,14.0,high school,0.0,42727.5,working full time,male,black
2287,38.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
2288,52.0,16.0,bachelor's,1.0,42727.5,working full time,female,black
2292,59.0,15.0,associate/junior college,0.0,158424.85359,working full time,male,other
2293,59.0,14.0,associate/junior college,0.0,34815.0,working full time,female,white
2294,35.0,12.0,high school,0.0,28485.0,working full time,male,black
2303,38.0,13.0,high school,0.0,23737.5,working full time,female,black
2308,44.0,12.0,high school,0.0,23737.5,temporarily not at work,female,black
2309,44.0,20.0,graduate,1.0,13451.25,working full time,female,black
2311,26.0,13.0,high school,0.0,17407.5,temporarily not at work,male,white
2312,59.0,13.0,high school,0.0,,working part time,female,black
2314,32.0,17.0,bachelor's,1.0,42727.5,working part time,female,white
2316,33.0,14.0,high school,0.0,23737.5,working full time,female,white
2321,25.0,16.0,graduate,1.0,63300.0,working full time,female,white
2322,26.0,12.0,high school,0.0,28485.0,working full time,male,black
2326,38.0,12.0,high school,0.0,52222.5,working full time,male,black
2327,56.0,13.0,less than high school,0.0,23737.5,working full time,female,other
2329,28.0,13.0,high school,0.0,15033.75,working full time,female,black
2330,36.0,12.0,high school,0.0,7121.25,working full time,female,white
2331,55.0,12.0,high school,0.0,23737.5,working full time,male,black
2332,40.0,16.0,bachelor's,1.0,4114.5,working part time,female,black
2334,35.0,6.0,less than high school,0.0,,working full time,male,other
2337,43.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
2339,38.0,9.0,high school,0.0,75960.0,working full time,male,white
2342,37.0,15.0,high school,0.0,52222.5,working full time,female,black
2345,55.0,12.0,high school,0.0,52222.5,working full time,male,white
2346,38.0,16.0,bachelor's,1.0,42727.5,working full time,male,white
2347,48.0,10.0,high school,0.0,75960.0,working full time,female,black
2348,27.0,12.0,high school,0.0,28485.0,working full time,female,black
2355,38.0,16.0,bachelor's,1.0,101280.0,working full time,male,white
2357,39.0,17.0,bachelor's,1.0,88620.0,working full time,male,white
2358,34.0,14.0,associate/junior college,0.0,20572.5,working full time,female,black
2359,42.0,14.0,high school,0.0,34815.0,working full time,female,black
2360,54.0,15.0,associate/junior college,0.0,42727.5,working full time,female,black
2362,30.0,12.0,less than high school,0.0,5697.0,working full time,male,white
2364,53.0,17.0,bachelor's,1.0,34815.0,working full time,female,white
2367,47.0,13.0,high school,0.0,23737.5,working full time,female,white
2368,50.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
2374,42.0,16.0,bachelor's,1.0,23737.5,working full time,female,black
2375,47.0,16.0,bachelor's,1.0,34815.0,working full time,female,other
2376,63.0,12.0,high school,0.0,,working full time,male,white
2377,28.0,14.0,high school,0.0,13451.25,working full time,female,other
2378,53.0,8.0,less than high school,0.0,101280.0,working full time,female,black
2381,58.0,18.0,graduate,1.0,34815.0,working full time,male,other
2384,43.0,16.0,bachelor's,1.0,158424.85359,working part time,female,white
2386,52.0,16.0,bachelor's,1.0,,working full time,male,white
2387,49.0,19.0,bachelor's,1.0,75960.0,working part time,female,white
2389,48.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
2393,47.0,4.0,less than high school,0.0,158424.85359,working full time,male,other
2394,41.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
2397,41.0,14.0,associate/junior college,0.0,,working full time,female,white
2400,58.0,12.0,high school,0.0,63300.0,working full time,male,white
2403,64.0,16.0,bachelor's,1.0,13451.25,temporarily not at work,female,white
2404,61.0,16.0,graduate,1.0,52222.5,working full time,female,white
2405,59.0,14.0,high school,0.0,52222.5,working full time,female,white
2411,30.0,16.0,bachelor's,1.0,34815.0,working full time,male,white
2413,52.0,20.0,graduate,1.0,34815.0,temporarily not at work,female,black
2415,31.0,13.0,high school,0.0,,working full time,female,black
2416,44.0,9.0,less than high school,0.0,28485.0,working full time,male,white
2420,28.0,12.0,high school,0.0,,working full time,male,white
2421,44.0,14.0,high school,0.0,316.5,working full time,male,black
2423,40.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
2424,56.0,16.0,bachelor's,1.0,75960.0,working full time,female,white
2425,35.0,14.0,associate/junior college,0.0,101280.0,working full time,female,other
2429,48.0,14.0,associate/junior college,0.0,11868.75,working full time,female,white
2436,45.0,15.0,high school,0.0,42727.5,working full time,male,white
2437,43.0,19.0,graduate,1.0,34815.0,temporarily not at work,female,white
2439,38.0,13.0,high school,0.0,15033.75,working part time,female,black
2440,29.0,12.0,less than high school,0.0,3481.5,working full time,female,white
2441,37.0,11.0,less than high school,0.0,17407.5,working full time,male,white
2443,49.0,8.0,less than high school,0.0,34815.0,working full time,male,white
2446,25.0,13.0,high school,0.0,11868.75,working part time,male,white
2447,53.0,12.0,high school,0.0,,working full time,male,white
2448,40.0,12.0,high school,0.0,42727.5,working full time,female,white
2452,27.0,14.0,high school,0.0,34815.0,working full time,female,white
2453,36.0,16.0,bachelor's,1.0,23737.5,working full time,male,white
2457,50.0,13.0,high school,0.0,52222.5,temporarily not at work,male,white
2458,30.0,14.0,associate/junior college,0.0,34815.0,working full time,female,black
2459,59.0,14.0,associate/junior college,0.0,52222.5,working full time,female,white
2460,39.0,14.0,high school,0.0,28485.0,working full time,female,black
2462,31.0,16.0,bachelor's,1.0,75960.0,working full time,female,white
2467,37.0,20.0,graduate,1.0,75960.0,working full time,male,white
2468,53.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
2470,33.0,14.0,high school,0.0,42727.5,working full time,female,white
2476,30.0,12.0,high school,0.0,15033.75,working full time,female,black
2481,25.0,13.0,high school,0.0,34815.0,working full time,female,black
2483,31.0,15.0,high school,0.0,17407.5,working part time,female,black
2484,33.0,12.0,high school,0.0,,working full time,,black
2485,26.0,12.0,high school,0.0,,working full time,male,black
2487,34.0,13.0,less than high school,0.0,316.5,working full time,female,black
2488,26.0,10.0,less than high school,0.0,17407.5,working full time,male,white
2492,51.0,12.0,high school,0.0,10286.25,working full time,male,black
2496,60.0,12.0,high school,0.0,20572.5,working full time,female,white
2498,47.0,7.0,less than high school,0.0,2215.5,working full time,male,black
2499,31.0,14.0,high school,0.0,20572.5,working full time,female,white
2500,29.0,14.0,high school,0.0,15033.75,working part time,male,white
2502,59.0,13.0,high school,0.0,,working full time,female,black
2505,25.0,12.0,high school,0.0,23737.5,working full time,male,black
2506,28.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
2516,40.0,6.0,less than high school,0.0,23737.5,working full time,male,white
2517,50.0,11.0,less than high school,0.0,11868.75,working full time,female,white
2518,41.0,16.0,bachelor's,1.0,42727.5,working full time,male,black
2520,31.0,16.0,bachelor's,1.0,28485.0,working full time,male,black
2527,36.0,12.0,high school,0.0,15033.75,working full time,male,white
2528,34.0,15.0,associate/junior college,0.0,,working full time,female,black
2530,42.0,14.0,associate/junior college,0.0,52222.5,working part time,female,white
2532,39.0,12.0,high school,0.0,28485.0,working full time,male,black
2536,39.0,12.0,high school,0.0,34815.0,working full time,female,white
2539,36.0,18.0,bachelor's,1.0,28485.0,working full time,male,black
2540,39.0,16.0,associate/junior college,0.0,75960.0,working part time,female,white
2541,25.0,13.0,high school,0.0,,working full time,female,other
2544,27.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
2546,43.0,13.0,associate/junior college,0.0,3481.5,working part time,male,black
2547,47.0,8.0,less than high school,0.0,15033.75,working full time,male,black
2552,63.0,12.0,high school,0.0,63300.0,working full time,male,white
2556,55.0,14.0,high school,0.0,101280.0,working full time,male,white
2557,46.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
2560,50.0,12.0,high school,0.0,,temporarily not at work,male,black
2561,40.0,13.0,high school,0.0,42727.5,working full time,male,white
2564,38.0,18.0,graduate,1.0,63300.0,working full time,female,white
2565,27.0,15.0,high school,0.0,23737.5,working full time,female,white
2566,47.0,12.0,high school,0.0,,working full time,female,white
2567,39.0,19.0,bachelor's,1.0,34815.0,working full time,male,white
2570,60.0,17.0,bachelor's,1.0,63300.0,working full time,female,white
2572,58.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
2579,61.0,14.0,high school,0.0,20572.5,working full time,male,white
2580,52.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
2581,39.0,14.0,associate/junior college,0.0,13451.25,working full time,male,white
2583,54.0,20.0,graduate,1.0,88620.0,working full time,male,white
2586,29.0,12.0,high school,0.0,28485.0,working full time,female,white
2595,47.0,12.0,high school,0.0,52222.5,working full time,male,white
2596,37.0,18.0,graduate,1.0,34815.0,working full time,female,white
2597,52.0,12.0,high school,0.0,42727.5,working full time,female,white
2599,63.0,15.0,associate/junior college,0.0,,working part time,male,other
2601,25.0,16.0,bachelor's,1.0,23737.5,working full time,female,white
2603,56.0,12.0,high school,0.0,88620.0,working full time,male,white
2604,43.0,13.0,high school,0.0,28485.0,working full time,male,white
2607,40.0,12.0,high school,0.0,63300.0,working full time,male,white
2613,54.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
2619,26.0,12.0,high school,0.0,28485.0,working full time,male,white
2621,52.0,18.0,bachelor's,1.0,34815.0,working full time,female,white
2624,31.0,17.0,graduate,1.0,101280.0,working full time,male,white
2626,43.0,13.0,high school,0.0,,working full time,male,white
2627,31.0,14.0,high school,0.0,34815.0,working part time,female,white
2628,40.0,16.0,bachelor's,1.0,23737.5,working full time,male,other
2632,38.0,13.0,high school,0.0,28485.0,working full time,male,white
2635,25.0,11.0,high school,0.0,8703.75,working part time,female,white
2636,34.0,9.0,less than high school,0.0,3481.5,working part time,female,black
2638,30.0,14.0,high school,0.0,17407.5,working part time,female,black
2640,42.0,16.0,bachelor's,1.0,88620.0,working full time,female,white
2642,43.0,15.0,associate/junior college,0.0,158424.85359,working full time,male,white
2643,58.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
2644,36.0,18.0,graduate,1.0,52222.5,working full time,female,white
2645,34.0,12.0,high school,0.0,,working full time,male,white
2646,30.0,14.0,bachelor's,1.0,20572.5,working full time,male,white
2648,62.0,12.0,high school,0.0,101280.0,working full time,female,other
2649,47.0,16.0,high school,0.0,34815.0,working full time,male,other
2650,35.0,18.0,bachelor's,1.0,88620.0,working full time,male,white
2651,52.0,20.0,graduate,1.0,88620.0,working full time,female,white
2652,43.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
2653,42.0,19.0,graduate,1.0,101280.0,working full time,female,white
2654,35.0,14.0,associate/junior college,0.0,42727.5,working full time,male,white
2658,48.0,17.0,bachelor's,1.0,158424.85359,working full time,male,white
2659,45.0,16.0,bachelor's,1.0,,working full time,male,white
2661,48.0,19.0,graduate,1.0,158424.85359,temporarily not at work,female,white
2663,26.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
2671,54.0,19.0,graduate,1.0,158424.85359,working full time,male,white
2672,36.0,19.0,graduate,1.0,158424.85359,working full time,female,white
2674,62.0,12.0,high school,0.0,23737.5,working full time,female,white
2677,46.0,14.0,high school,0.0,75960.0,temporarily not at work,female,white
2678,43.0,16.0,bachelor's,1.0,42727.5,working full time,male,white
2682,31.0,12.0,high school,0.0,7121.25,working full time,male,white
2686,45.0,12.0,high school,0.0,42727.5,working full time,male,white
2688,36.0,14.0,associate/junior college,0.0,42727.5,working full time,male,white
2689,55.0,12.0,high school,0.0,28485.0,working full time,male,white
2691,46.0,12.0,high school,0.0,88620.0,working full time,male,white
2692,60.0,12.0,high school,0.0,20572.5,working full time,male,white
2695,48.0,14.0,high school,0.0,,temporarily not at work,female,white
2696,57.0,12.0,high school,0.0,,working full time,male,white
2697,39.0,14.0,high school,0.0,63300.0,working full time,male,white
2699,30.0,12.0,high school,0.0,20572.5,working full time,male,white
2701,35.0,14.0,high school,0.0,88620.0,working full time,male,white
2704,34.0,14.0,associate/junior college,0.0,42727.5,working full time,female,white
2705,40.0,18.0,graduate,1.0,75960.0,working full time,female,white
2708,25.0,15.0,high school,0.0,20572.5,working full time,female,white
2709,61.0,12.0,high school,0.0,15033.75,working part time,female,white
2711,42.0,17.0,bachelor's,1.0,34815.0,working full time,male,white
2712,51.0,16.0,bachelor's,1.0,15033.75,working full time,female,white
2717,60.0,10.0,high school,0.0,11868.75,working part time,female,white
2718,26.0,12.0,high school,0.0,13451.25,working full time,male,white
2720,39.0,13.0,high school,0.0,316.5,temporarily not at work,female,black
2727,40.0,16.0,bachelor's,1.0,101280.0,working full time,female,white
2733,48.0,12.0,high school,0.0,158424.85359,working full time,female,white
2737,53.0,12.0,high school,0.0,75960.0,working full time,female,white
2738,40.0,16.0,bachelor's,1.0,,working full time,male,white
2739,37.0,12.0,high school,0.0,75960.0,working full time,female,white
2741,63.0,12.0,high school,0.0,42727.5,working full time,male,white
2742,49.0,16.0,bachelor's,1.0,42727.5,working part time,female,white
2744,30.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
2745,61.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
2750,42.0,12.0,high school,0.0,88620.0,working full time,female,white
2754,59.0,12.0,high school,0.0,63300.0,working full time,female,white
2757,58.0,12.0,high school,0.0,63300.0,working part time,male,white
2758,60.0,13.0,high school,0.0,63300.0,working full time,female,white
2760,27.0,18.0,graduate,1.0,75960.0,temporarily not at work,female,white
2762,45.0,14.0,high school,0.0,75960.0,working full time,male,white
2763,59.0,16.0,bachelor's,1.0,34815.0,working part time,male,white
2767,42.0,16.0,bachelor's,1.0,20572.5,working full time,female,white
2769,31.0,16.0,associate/junior college,0.0,63300.0,working full time,male,white
2770,48.0,16.0,bachelor's,1.0,34815.0,working full time,male,black
2771,50.0,18.0,graduate,1.0,63300.0,temporarily not at work,female,white
2772,41.0,12.0,high school,0.0,23737.5,working full time,female,white
2775,30.0,12.0,high school,0.0,34815.0,working full time,male,white
2776,43.0,18.0,bachelor's,1.0,42727.5,working full time,female,white
2778,29.0,12.0,high school,0.0,42727.5,working full time,male,white
2780,42.0,16.0,bachelor's,1.0,34815.0,temporarily not at work,female,white
2781,42.0,12.0,high school,0.0,88620.0,working full time,female,white
