respondent_id,age,years_education,highest_degree,bachelors_or_more,annual_family_income,employment_status,sex,race
3730,40.0,14.0,high school,0.0,13451.25,working part time,female,black
3731,37.0,12.0,high school,0.0,20572.5,temporarily not at work,female,black
3734,52.0,18.0,associate/junior college,0.0,,working part time,female,black
3738,33.0,16.0,bachelor's,1.0,7121.25,working full time,female,black
3739,33.0,20.0,graduate,1.0,158424.85359,temporarily not at work,female,black
3740,48.0,14.0,high school,0.0,15033.75,working full time,female,black
3742,30.0,20.0,graduate,1.0,42727.5,working full time,female,black
3744,46.0,20.0,bachelor's,1.0,7121.25,working full time,male,white
3745,49.0,14.0,high school,0.0,63300.0,working full time,male,other
3747,41.0,14.0,high school,0.0,52222.5,working full time,male,white
3748,56.0,18.0,graduate,1.0,88620.0,working full time,male,white
3752,29.0,16.0,bachelor's,1.0,52222.5,working part time,male,other
3754,33.0,8.0,less than high school,0.0,23737.5,working full time,male,white
3755,25.0,17.0,bachelor's,1.0,28485.0,working full time,male,other
3756,56.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
3759,32.0,17.0,graduate,1.0,52222.5,working full time,male,white
3760,27.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
3761,33.0,14.0,high school,0.0,63300.0,working full time,male,white
3762,37.0,13.0,associate/junior college,0.0,11868.75,working part time,male,white
3766,34.0,13.0,high school,0.0,,working full time,male,white
3767,32.0,17.0,bachelor's,1.0,63300.0,working full time,male,white
3768,62.0,20.0,graduate,1.0,42727.5,temporarily not at work,male,white
3771,34.0,14.0,associate/junior college,0.0,52222.5,working full time,male,other
3773,45.0,15.0,associate/junior college,0.0,52222.5,working full time,male,white
3776,32.0,13.0,high school,0.0,34815.0,working full time,male,other
3778,59.0,12.0,high school,0.0,101280.0,working full time,male,other
3779,45.0,12.0,high school,0.0,17407.5,working full time,male,white
3780,54.0,14.0,high school,0.0,75960.0,working full time,male,white
3781,42.0,12.0,high school,0.0,28485.0,working full time,male,white
3782,28.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
3783,35.0,14.0,associate/junior college,0.0,75960.0,working full time,male,black
3784,31.0,18.0,associate/junior college,0.0,20572.5,working part time,male,white
3787,33.0,12.0,high school,0.0,34815.0,working full time,male,
3788,34.0,12.0,high school,0.0,63300.0,working full time,male,black
3790,40.0,13.0,high school,0.0,88620.0,working full time,male,white
3792,52.0,15.0,high school,0.0,158424.85359,working full time,male,white
3793,40.0,14.0,high school,0.0,42727.5,working full time,male,white
3796,26.0,12.0,high school,0.0,52222.5,working full time,male,other
3798,43.0,12.0,less than high school,0.0,20572.5,working full time,male,white
3801,37.0,20.0,graduate,1.0,20572.5,working full time,male,other
3802,54.0,17.0,bachelor's,1.0,20572.5,working full time,male,white
3803,41.0,16.0,associate/junior college,0.0,88620.0,working full time,male,white
3804,26.0,12.0,,,7121.25,working part time,male,white
3805,45.0,11.0,high school,0.0,75960.0,working full time,male,white
3806,47.0,18.0,graduate,1.0,88620.0,working full time,male,white
3808,31.0,15.0,associate/junior college,0.0,3481.5,working full time,male,white
3809,55.0,5.0,less than high school,0.0,42727.5,working full time,male,black
3810,26.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
3812,25.0,14.0,high school,0.0,42727.5,working full time,male,white
3813,40.0,18.0,graduate,1.0,101280.0,working full time,male,white
3819,32.0,,less than high school,0.0,3481.5,temporarily not at work,male,other
3821,41.0,19.0,graduate,1.0,158424.85359,working full time,male,white
3822,26.0,2.0,less than high school,0.0,4747.5,working part time,male,black
3824,64.0,12.0,less than high school,0.0,52222.5,working part time,male,other
3827,62.0,,less than high school,0.0,158424.85359,working full time,male,white
3828,29.0,,less than high school,0.0,63300.0,working full time,male,
3829,53.0,14.0,high school,0.0,17407.5,temporarily not at work,male,other
3830,57.0,17.0,bachelor's,1.0,88620.0,working full time,male,white
3831,40.0,12.0,high school,0.0,42727.5,working full time,male,white
3832,27.0,16.0,bachelor's,1.0,34815.0,working full time,male,white
3833,43.0,13.0,high school,0.0,88620.0,working part time,male,white
3834,38.0,14.0,high school,0.0,75960.0,working full time,male,black
3835,26.0,,less than high school,0.0,20572.5,working part time,male,white
3836,61.0,6.0,less than high school,0.0,20572.5,working full time,male,white
3839,35.0,15.0,high school,0.0,28485.0,working full time,male,other
3840,40.0,20.0,graduate,1.0,158424.85359,working full time,male,other
3841,49.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
3843,30.0,12.0,high school,0.0,42727.5,working part time,female,white
3847,35.0,12.0,high school,0.0,,working part time,female,white
3849,56.0,17.0,bachelor's,1.0,20572.5,working full time,female,white
3852,54.0,16.0,bachelor's,1.0,158424.85359,working part time,female,other
3855,47.0,12.0,less than high school,0.0,20572.5,working full time,female,other
3856,30.0,12.0,high school,0.0,34815.0,temporarily not at work,female,black
3857,61.0,12.0,high school,0.0,7121.25,working part time,female,white
3859,63.0,12.0,high school,0.0,158424.85359,working part time,female,white
3862,47.0,12.0,high school,0.0,20572.5,working part time,female,other
3863,44.0,13.0,high school,0.0,52222.5,working full time,female,white
3864,47.0,12.0,high school,0.0,316.5,working part time,female,other
3866,27.0,16.0,associate/junior college,0.0,63300.0,working full time,female,white
3867,48.0,16.0,bachelor's,1.0,17407.5,working full time,female,white
3870,46.0,14.0,associate/junior college,0.0,28485.0,working full time,female,white
3875,43.0,14.0,high school,0.0,42727.5,working full time,female,black
3876,37.0,16.0,bachelor's,1.0,28485.0,temporarily not at work,female,other
3878,26.0,18.0,graduate,1.0,158424.85359,working full time,female,white
3879,29.0,14.0,high school,0.0,52222.5,working full time,female,other
3880,34.0,16.0,bachelor's,1.0,20572.5,working full time,female,white
3881,47.0,14.0,bachelor's,1.0,23737.5,working part time,female,white
3883,25.0,17.0,bachelor's,1.0,28485.0,working full time,female,white
3884,42.0,18.0,graduate,1.0,42727.5,working full time,female,white
3886,42.0,12.0,high school,0.0,101280.0,working full time,female,white
3890,34.0,14.0,associate/junior college,0.0,42727.5,temporarily not at work,female,other
3891,45.0,15.0,high school,0.0,158424.85359,working full time,female,white
3895,33.0,16.0,bachelor's,1.0,13451.25,working full time,female,
3896,39.0,13.0,high school,0.0,15033.75,working part time,female,white
3902,50.0,12.0,high school,0.0,52222.5,working part time,female,white
3906,43.0,17.0,graduate,1.0,34815.0,working full time,female,white
3909,37.0,17.0,bachelor's,1.0,,working full time,female,white
3912,35.0,20.0,graduate,1.0,63300.0,working full time,female,white
3913,30.0,17.0,bachelor's,1.0,,temporarily not at work,female,white
3914,45.0,16.0,bachelor's,1.0,28485.0,working full time,female,white
3916,31.0,14.0,associate/junior college,0.0,34815.0,working full time,female,other
3917,50.0,17.0,graduate,1.0,34815.0,working full time,female,white
3918,48.0,12.0,high school,0.0,28485.0,working full time,female,white
3920,61.0,12.0,high school,0.0,28485.0,working full time,female,white
3921,35.0,14.0,high school,0.0,28485.0,working full time,female,white
3922,56.0,12.0,high school,0.0,28485.0,working full time,female,white
3924,36.0,13.0,high school,0.0,34815.0,working full time,female,black
3925,30.0,12.0,high school,0.0,13451.25,working full time,female,white
3926,32.0,14.0,high school,0.0,20572.5,working full time,female,white
3927,28.0,12.0,high school,0.0,17407.5,working full time,female,white
3928,28.0,13.0,high school,0.0,7121.25,working full time,female,white
3930,40.0,14.0,high school,0.0,75960.0,working part time,female,black
3931,62.0,13.0,high school,0.0,42727.5,working full time,female,white
3933,37.0,16.0,high school,0.0,34815.0,working full time,female,white
3935,52.0,16.0,associate/junior college,0.0,,working full time,female,black
3936,36.0,13.0,high school,0.0,101280.0,working full time,female,other
3939,57.0,15.0,associate/junior college,0.0,52222.5,working full time,female,white
3940,62.0,14.0,high school,0.0,42727.5,working full time,female,black
3942,25.0,14.0,associate/junior college,0.0,34815.0,working full time,female,white
3944,38.0,19.0,graduate,1.0,88620.0,working part time,female,black
3948,46.0,16.0,bachelor's,1.0,52222.5,working full time,male,other
3950,42.0,17.0,bachelor's,1.0,158424.85359,working full time,male,other
3952,64.0,14.0,high school,0.0,,working full time,male,other
3955,61.0,20.0,graduate,1.0,158424.85359,working full time,male,other
3956,30.0,18.0,graduate,1.0,52222.5,working full time,male,other
3960,44.0,20.0,graduate,1.0,63300.0,working full time,male,other
3961,56.0,18.0,graduate,1.0,75960.0,working full time,male,other
3966,31.0,18.0,graduate,1.0,63300.0,working full time,male,other
3969,39.0,16.0,bachelor's,1.0,101280.0,working full time,male,other
3973,27.0,16.0,bachelor's,1.0,158424.85359,working full time,female,other
3974,42.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
3975,35.0,14.0,associate/junior college,0.0,42727.5,working full time,male,other
3977,35.0,16.0,bachelor's,1.0,75960.0,working full time,male,other
3978,36.0,16.0,bachelor's,1.0,75960.0,working full time,male,other
3981,43.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
3982,47.0,15.0,high school,0.0,52222.5,working full time,male,other
3984,45.0,16.0,bachelor's,1.0,75960.0,working full time,male,other
3986,45.0,16.0,bachelor's,1.0,75960.0,working full time,male,other
3987,38.0,18.0,bachelor's,1.0,63300.0,working full time,male,other
3988,58.0,15.0,bachelor's,1.0,75960.0,working full time,male,other
3990,44.0,16.0,bachelor's,1.0,34815.0,working full time,male,other
3992,54.0,20.0,graduate,1.0,63300.0,working full time,male,other
3993,33.0,20.0,graduate,1.0,34815.0,temporarily not at work,male,other
3994,49.0,20.0,bachelor's,1.0,75960.0,working full time,male,other
3997,61.0,16.0,associate/junior college,0.0,63300.0,working full time,male,other
3999,39.0,18.0,graduate,1.0,158424.85359,working full time,male,other
4000,32.0,16.0,graduate,1.0,158424.85359,working full time,male,other
4001,50.0,20.0,graduate,1.0,63300.0,working full time,male,other
4003,30.0,20.0,graduate,1.0,42727.5,temporarily not at work,male,other
4004,37.0,12.0,high school,0.0,34815.0,working full time,male,other
4006,34.0,18.0,graduate,1.0,158424.85359,working full time,male,other
4007,42.0,12.0,high school,0.0,23737.5,working full time,male,other
4009,33.0,16.0,graduate,1.0,75960.0,working full time,male,other
4010,31.0,16.0,bachelor's,1.0,63300.0,working full time,male,other
4012,50.0,18.0,graduate,1.0,63300.0,working full time,male,other
4014,53.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
4015,42.0,15.0,bachelor's,1.0,63300.0,working full time,male,other
4016,44.0,16.0,bachelor's,1.0,88620.0,working full time,male,other
4017,38.0,16.0,graduate,1.0,75960.0,working full time,male,other
4019,35.0,17.0,high school,0.0,52222.5,working full time,male,other
4020,53.0,14.0,high school,0.0,63300.0,working full time,male,other
4021,57.0,14.0,associate/junior college,0.0,42727.5,working full time,male,other
4024,54.0,18.0,graduate,1.0,158424.85359,working full time,male,other
4028,32.0,4.0,less than high school,0.0,17407.5,working full time,male,other
4029,36.0,12.0,high school,0.0,63300.0,working full time,male,other
4030,57.0,18.0,graduate,1.0,158424.85359,working full time,male,other
4032,40.0,16.0,graduate,1.0,158424.85359,working full time,male,other
4034,37.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
4035,26.0,12.0,high school,0.0,17407.5,working full time,male,other
4037,31.0,20.0,bachelor's,1.0,42727.5,working full time,male,other
4039,37.0,18.0,graduate,1.0,75960.0,working full time,male,other
4041,51.0,16.0,bachelor's,1.0,158424.85359,working full time,male,other
4043,45.0,14.0,associate/junior college,0.0,13451.25,working full time,female,other
4045,34.0,16.0,graduate,1.0,158424.85359,working full time,female,other
4046,53.0,20.0,graduate,1.0,158424.85359,working full time,female,other
4047,49.0,16.0,graduate,1.0,158424.85359,working full time,female,other
4048,48.0,16.0,bachelor's,1.0,158424.85359,working full time,female,other
4050,60.0,17.0,graduate,1.0,101280.0,working part time,female,other
4051,46.0,16.0,bachelor's,1.0,75960.0,temporarily not at work,female,other
4053,41.0,12.0,less than high school,0.0,42727.5,working part time,female,other
4054,32.0,16.0,bachelor's,1.0,52222.5,working full time,female,other
4057,45.0,12.0,high school,0.0,158424.85359,working full time,female,other
4061,55.0,14.0,associate/junior college,0.0,28485.0,working full time,female,other
4063,28.0,17.0,graduate,1.0,88620.0,working full time,female,other
4064,42.0,19.0,graduate,1.0,63300.0,working part time,female,other
4065,50.0,20.0,bachelor's,1.0,34815.0,working full time,female,other
4066,55.0,12.0,high school,0.0,17407.5,working part time,female,other
4067,37.0,15.0,high school,0.0,158424.85359,working full time,female,other
4072,59.0,18.0,graduate,1.0,158424.85359,working full time,female,other
4074,55.0,12.0,graduate,1.0,75960.0,working full time,female,other
4075,32.0,12.0,high school,0.0,88620.0,working full time,female,other
4077,56.0,20.0,graduate,1.0,158424.85359,working full time,female,other
4078,58.0,17.0,bachelor's,1.0,,working part time,female,other
4080,33.0,16.0,bachelor's,1.0,158424.85359,temporarily not at work,female,other
4081,29.0,16.0,bachelor's,1.0,158424.85359,working full time,female,other
4082,40.0,12.0,bachelor's,1.0,158424.85359,working full time,female,other
4083,43.0,20.0,graduate,1.0,28485.0,working full time,female,other
4084,33.0,16.0,graduate,1.0,158424.85359,working full time,male,other
4085,57.0,12.0,high school,0.0,7121.25,working part time,female,white
4086,32.0,17.0,graduate,1.0,158424.85359,working full time,female,other
4087,26.0,16.0,bachelor's,1.0,75960.0,working full time,female,other
4089,54.0,16.0,graduate,1.0,158424.85359,working full time,female,other
4090,45.0,14.0,high school,0.0,158424.85359,working full time,female,other
4091,45.0,16.0,bachelor's,1.0,42727.5,working full time,female,other
4095,37.0,17.0,graduate,1.0,75960.0,working full time,female,other
4098,36.0,16.0,bachelor's,1.0,63300.0,working full time,female,other
4099,32.0,14.0,high school,0.0,23737.5,working full time,male,other
4103,35.0,20.0,graduate,1.0,75960.0,working full time,female,other
4105,34.0,4.0,less than high school,0.0,1266.0,working part time,female,other
4107,31.0,12.0,high school,0.0,63300.0,working full time,female,other
4109,41.0,13.0,high school,0.0,42727.5,working part time,female,other
4110,35.0,16.0,bachelor's,1.0,158424.85359,working full time,female,other
4112,61.0,15.0,high school,0.0,28485.0,working full time,female,other
4113,26.0,18.0,graduate,1.0,158424.85359,working full time,female,other
4114,31.0,20.0,graduate,1.0,158424.85359,working full time,female,other
4115,30.0,20.0,graduate,1.0,101280.0,working part time,female,other
4118,60.0,14.0,high school,0.0,52222.5,working full time,female,other
4120,54.0,16.0,graduate,1.0,158424.85359,working full time,female,other
4122,42.0,17.0,bachelor's,1.0,88620.0,working full time,female,other
4123,64.0,16.0,graduate,1.0,63300.0,working full time,female,other
4126,46.0,14.0,associate/junior college,0.0,63300.0,working full time,female,other
4130,33.0,16.0,graduate,1.0,75960.0,working full time,female,other
4131,29.0,18.0,bachelor's,1.0,,working part time,female,other
4139,35.0,20.0,graduate,1.0,88620.0,working full time,female,other
4141,45.0,20.0,graduate,1.0,158424.85359,temporarily not at work,female,other
4145,41.0,16.0,bachelor's,1.0,75960.0,working full time,male,other
4147,28.0,13.0,high school,0.0,63300.0,working full time,female,other
4148,36.0,16.0,bachelor's,1.0,23737.5,working full time,female,white
4149,29.0,17.0,bachelor's,1.0,20572.5,working part time,female,other
4150,48.0,16.0,graduate,1.0,158424.85359,working full time,female,other
